ID,英文詞彙,中文詞彙,更新日期
21333349,leg up,幫助上馬,
21333350,legitimate knock down pins,合法擊倒球瓶,
21333351,legitimate on crossing baulk line,成功跨越攻擊線（卡巴迪）,
21333352,leisure class,有閒階級,
21333353,leisure programming,休閒規劃,
21333354,leisure services,休閒服務,
21333355,leisure studies,休閒研究,
21333356,lesson plan,教學計畫,
21333357,let,發球觸網,
21333358,level,水平,
21333359,lever support,屈肘水平支撐,
21333360,levocarnitine,左旋肉鹼,
21333361,liberalism,自由主義,
21333362,licensed merchandise,授權商品,
21333363,lifelong sports,終身運動,
21333364,lifts,舉法,
21333365,light in hand,輕易駕馭,
21333366,light-intensity activities,低強度活動,
21333367,lightweights,輕量級,
21333368,limited time,限時,
21333369,line,進攻線 ,
21333370,line attack,直線球攻擊,
21333371,line of putt,推桿線,
21333372,line of target,標靶線,
21333373,line of the court,球場界線,
21333374,line-jury,線審裁判,
21333375,line-up sheet,出賽名單,
21333376,linesman,司線員（排球）；線審,
21333377,linesmen,邊線裁判 ,
21333378,lip tricks,唇技巧,
21333379,Little League Baseball,世界少棒聯盟,
21333380,little league elbow,棒球肘,
21333381,little league shoulder,少棒肩,
21333382,load,裝子彈,
21333383,loaders,加重員,
21333384,loading chart ,加重表,
21333385,lob,高吊球（網球）,
21333386,lobby,擴大區,
21333387,lock-off,一隻固定住,
21333388,locomotion,位移,
21333389,loft,桿面斜角,
21333390,long bows,長弓,
21333391,long corner,長角球,
21333392,long course,長水道,
21333393,long cut,劈長,
21333394,long distance,長距離,
21333395,long distance runner,長跑運動員,
21333396,long distance running,長跑,
21333397,long hole　,長洞,
21333398,long iron,2～4號鐵桿,
21333399,long jump,跳遠,
21333400,long oared boat,長槳船,
21333401,long pass,長傳戰術,
21333402,long pimp rubber,長顆粒膠皮,
21333403,long program,長節目,
21333404,long slow distance,長距離慢跑,
21333405,long-distance races,長距離賽跑,
21333406,longboard,長板,
21333407,longitudinal study,縱貫式研究,
21333408,loop,弧圈球,
21333409,loop course,環形賽道,
21333410,loop drive,前衝弧圈球,
21333411,loosing the cant,中斷口號（卡巴迪）,
21333412,lop shot underhand clear,挑球（羽球）,
21333413,lope,自由慢跑,
21333414,losing laps,被追及,
21333415,losing points rate,失分率,
21333416,losing streak,連敗,
21333417,lost ball,遺失球,
21333418,lot numbers,抽籤號碼,
21333419,low volley,低球截擊,
21333420,lower mast,桅杆下截,
21333421,lucky seven,幸運獎,
21333422,luff,帆前緣,
21333423,lunge,弓箭步,
21333424,lunging,調馬索,
21333425,lusory attitude,遊戲態度,
21333426,ma-sutemi,正捨身技,
21333427,machine rowing,機械式划船,
21333428,madison,麥迪遜賽；美式接力賽,
21333429,magnesium carbonate,滑石粉,
21333430,main referee,主裁判,
21333431,main stand,主道,
21333432,maintain momentum,保持動力,
21333433,major penalties,嚴重犯規,
21333434,major penalty,大罰,
21333435,make the wall,人牆；排列人牆,
21333436,make up shooting,補射,
21333437,making of the field,足球場界線,
21333438,man to man defense,人盯人防守,
21333439,man-to-man defense,人盯人防守,
21333440,manger,飼槽,
21333441,manner of presentation,呈現方式,
21333442,manufacturer's identifications,製造商識別,
21333443,marathon,馬拉松,
21333444,marathon race,馬拉松賽跑,
21333445,Marathon Swim World Series,馬拉松游泳世界系列賽,
21333446,marathon swimming,馬拉松游泳,
21333447,march attack,向前一步刺,
21333448,marginal theory,邊際理論,
21333449,mark boat,標誌船,
21333450,marking,盯人,
21333451,marking of the field,足球場界線,
21333452,marksman ,檢錄員,
21333453,Marquess of Queensberry Rules,昆斯貝利規則,
21333454,marshal,場地糾察,
21333455,Marshall,摩托車引導員,
21333456,marshals,監卡員,
21333457,Marxism,馬克思主義,
21333458,mask,面罩,
21333459,mast,桅桿（帆船）,
21333460,master,盟主,
21333461,masters general rules{=MGR},成人通則,
21333462,masters swimming rules,成人游泳規則,
21333463,Masters Tournament,美國名人賽,
21333464,match nul,平局,
21333465,match play,比洞賽（高爾夫）,
21333466,match shots,正射彈,
21333467,match-play,比洞賽,
21333468,match-up zone defense,半盯人式區域防守,
21333469,materialism,唯物主義,
21333470,matte,暫停,
21333471,Matveyev's model of periodization,馬特維也夫的週期模式,
21333472,maximal oxygen uptake {= VO2max},最大耗氧量,
21333473,maximum muscular power,最大肌爆發力,
21333474,measurement,器材丈量,
21333475,measurement boat,丈量船,
21333476,measurements,丈量,
21333477,measuring jig,驗車架,
21333478,measuring line,測量線,
21333479,measuring rod,測量竿,
21333480,measuring tape ,量尺 ,
21333481,mechanical aid,機械輔助物,
21333482,mechanical efficiency of human body,人體機械效率,
21333483,mechanical power,機械動力,
21333484,mechanical property,機械性能,
21333485,medal match,獎牌比賽,
21333486,media boat,媒體船,
21333487,medical injury time-out,傷停,
21333488,medium ,中級,
21333489,medium gate,中度步伐,
21333490,medium iron,中鐵桿,
21333491,medley relay,混合式接力,
21333492,medley swimming,混合式,
21333493,meeting manager,會場管理,
21333494,men's artistic gymnastics,男子競技體操,
21333495,Men's doubles,男子雙打,
21333496,men's junior pentathlon,青年男子五項運動,
21333497,men's senior decathlon,成年男子十項運動,
21333498,Men's singles,男子單打,
21333499,mental health model,心理健康模式,
21333500,metabolic equivalent {= MET},代謝當量,
21333501,metabolism,代謝,
21333502,metal planche,金屬道,
21333503,metallic piste,金屬場地,
21333504,metallic plastron,金屬衣,
21333505,metallic vest,金屬衣,
21333506,methods of compensation,彌補措施,
21333507,mezzocerchio,半圓,
21333508,mid court,中場區域,
21333509,mid-distance races,中距離賽跑,
21333510,middle,中盤,
21333511,middle class,中產階級,
21333512,middle iron,5～7號鐵桿,
21333513,mill,風車,
21333514,Min Sheng Daily,民生報,
21333515,minor penalties,一般犯規,
21333516,minor penalty,小罰,
21333517,mirror synchronization,鏡像同步,
21333518,mirroring,鏡映（舞蹈）,
21333519,misconduct ,違反紀律;不當行為 ,
21333520,misconduct penalties,違例犯規,
21333521,mishaps,事故(自由車),
21333522,missed intervals,漏樁,
21333523,mistake penalties,失誤判罰,
21333524,mistral one-design,標準型帆船,
21333525,mix team,男女混合對抗賽(射箭),
21333526,mixed competition,男女混合比賽,
21333527,mixed doubles,混合雙打 (桌球；羽球；網球),
21333528,mixed duet,混合雙人,
21333529,mixed relays,男女組合接力,
21333530,mixed sailing,混合航行,
21333531,mixed synchronised diving,男女混合雙人跳水,
21333532,moderate physical activity,中等費力身體活動,
21333533,Modern Ballet,現代芭蕾,
21333534,Modern Dance,現代舞,
21333535,modern pentathlon,現代五項,
21333536,modern sport,現代運動,
21333537,molesting officials,侵犯裁判(冰上曲棍球),
21333538,moment of a force,力矩,
21333539,momentum,動量,
21333540,Mongolian Dance,蒙族舞蹈,
21333541,monkey drill,馬上技巧,
21333542,monohull,單體船,
21333543,morote seoi nage,雙臂過肩摔,
21333544,Mosston's Teaching Spectrums,摩斯登教學光譜,
21333545,motif writing,主題撰寫,
21333546,motion analysis,動作分析（運動生物力學）,
21333547,motionless position,靜止姿勢,
21333548,motor ability tests,運動能力測驗,
21333549,motor-pacing,摩托排位賽,
21333550,mountain and trail races,山地與越野賽,
21333551,"mountain biking,MTB",山地自行車,
21333552,mountain primes,登山點,
21333553,mountaineering,登山活動,
21333554,mounted gymnastics,馬上技術,
21333555,mounts,上法,
21333556,mouth guard  ,護唇,
21333557,moved cones,踢樁,
21333558,movement,動作,
21333559,movement analysis,動作分析,
21333560,movement analysis model,動作分析模式,
21333561,movement education model,動作教育模式,
21333562,movement exploration and development,動作探索與發展,
21333563,movement quality selection,動作素質選才,
21333564,movement re-patterning,舞蹈重塑動作模式,
21333565,movement skill transforms,運動技能遷移,
21333566,movement time,動作時間,
21333567,movement vocabulary,動作語彙,
21333568,Mulan {= Chinese Taipei women's national football team},木蘭女子足球隊,
21333569,multi-hull,多體船,
21333570,multidimensional model of sport leadership,運動領導多向度模式,
21333571,multidimensionality of self concept,多向度自我概念,
21333572,multihull open,雙體船,
21333573,multihulls,多船體,
21333574,multiple acrobatic movements,連續特技動作,
21333575,Munich massacre,慕尼黑事件,
21333576,muscle contusion,肌肉挫傷,
21333577,muscle of the thorax,胸部肌群,
21333578,muscle spasm,肌肉痙攣,
21333579,music expression,音樂表達,
21333580,music interpretation,音樂詮釋,
21333581,nage waza,摔倒法,
21333582,nage-waza,投技,
21333583,nami-jime,並十字勒,
21333584,naming right,命名權,
21333585,National Association for Stock Car Auto Racing {= NASCAR},美國運動汽車競賽協會,
21333586,National Defense Physical Education,國防體育,
21333587,National Games,全國運動會,
21333588,National Hockey League {= NHL},美國國家冰上曲棍球聯盟,
21333589,National Olympic Committee {= NOC},國家奧林匹克委員會,
21333590,National Society of Physical Education of the Republic of China,中華民國體育學會,
21333591,National Sports Badge,國民體育獎章制度,
21333592,National Sports Law,國民體育法,
21333593,National Sports Quarterly,國民體育季刊,
21333594,National Sports Training Center {= NSTC},國家運動訓練中心,
21333595,National Student Dance Competition,全國學生舞蹈比賽,
21333596,nationalism,民族主義,
21333597,natural gait,自然步,
21333598,natural gymnastics,自然體操,
21333599,near beam movements,近木動作,
21333600,neck guard,護頸,
21333601,neck protector,護頸,
21333602,need for punctuality,守時,
21333603,negative addiction,負面上癮,
21333604,negative energy balance,能量負平衡,
21333605,negligence,過失,
21333606,negligible ,非常輕微,
21333607,Neoclassical Ballet,新古典芭蕾,
21333608,net,球網；淨桿,
21333609,net defense,網前防守,
21333610,net shot,網前球（羽球）,
21333611,net smash,撲球（羽球）,
21333612,net volley,網前截擊,
21333613,neuromuscular junctions,神經肌接合,
21333614,neutral service,中立維修,
21333615,neutral throw,中立擲球,
21333616,neutral zone,中立區,
21333617,neutralisation,中立圈,
21333618,neutralised riders,中立選手,
21333619,new gymnastics,新體操,
21333620,new start,重新出發,
21333621,New Style Calisthenics,新式健身操,
21333622,ninepin,九瓶保齡球,
21333623,no lift,失敗試舉,
21333624,no point；love,零分,
21333625,no-hidden service,無遮擋發球,
21333626,nocking,搭箭,
21333627,nollie,反腳倒滑{滑板},
21333628,non-qualifying events,非資格賽,
21333629,non-vision exchange ,盲目傳遞法,
21333630,North American Society for the Psychology of Sport and Physical Activity (NASPSPA),北美運動暨身體活動心理學會,
21333631,nose,板頭{滑板},
21333632,nose clip,鼻夾,
21333633,nostalgic sport tourism,懷舊運動觀光,
21333634,novice,半鐵人,
21333635,number tags,號碼布(滑輪溜冰),
21333636,numbered swim cap,泳帽編號,
21333637,Nuo Dance,儺舞,
21333638,nutritional ergogenic aids,營養增強劑,
21333639,o goshi,大腰,
21333640,o soto gari,大外割,
21333641,o soto makikomi,大外卷,
21333642,o uchi gari,大內割,
21333643,O-soto-gari,大外割,
21333644,O-uchi-gari,大內割,
21333645,oar-button,槳扣,
21333646,oars,槳,
21333647,oarsmen,槳手,
21333648,obesity,肥胖,
21333649,obi,腰帶,
21333650,objective of physical education,體育目標,
21333651,obstacle,障礙物,
21333652,obstacle race,障礙賽,
21333653,obstruction,阻礙{田徑},
21333654,obstruction tripping,阻礙絆倒 ,
21333655,obstructions,障礙物,
21333656,octave,八分位防守姿勢,
21333657,off belay,解除確保,
21333658,offence ,犯規(五人制足球),
21333659,offense strategy,攻擊戰術,
21333660,offensive,冒犯性,
21333661,office of physical education,體育室,
21333662,official implements,正式比賽裝備,
21333663,official practice,公開練習,
21333664,official race numbers,正式比賽號碼,
21333665,official results,正式成績,
21333666,official scorer,官方記分員,
21333667,official surveyor,法定測量員,
21333668,offside,越位（足球）；越位（冰上曲棍球）,
21333669,offside trap,越位陷阱,
21333670,offsides,越位 ,
21333671,oil patterns,油層圖,
21333672,okuri ashi barai,送腳掃,
21333673,okuri eri jime,送襟絞,
21333674,okuri-ashi-barai,送腳掃,
21333675,okuri-eri-jime,滑襟勒,
21333676,olgul makki,上端防禦,
21333677,ollie,用腳將滑板抬離地面的技巧,
21333678,Olympic Charter,奧林匹克憲章,
21333679,Olympic Creed,奧林匹克格言,
21333680,Olympic Day,奧林匹克日,
21333681,Olympic emblems,奧林匹克會徽,
21333682,Olympic Games,奧林匹克運動會,
21333683,Olympic Games badminton competition,奧林匹克羽球賽,
21333684,Olympic Games Gymnastics Competition,奧林匹克運動會體操賽,
21333685,Olympic record,奧運紀錄,
21333686,Olympic Solidarity,奧林匹克團結基金,
21333687,Olympic Sports,奧林匹克運動種類,
21333688,Olympism,奧林匹克主義,
21333689,omnium,全能賽,
21333690,"on his own, solo drive",單刀突破(足球),
21333691,on strip,雙方就位,
21333692,on the shore signal pole,岸上信號旗桿,
21333693,on your mark,各就位,
21333694,on-deck-circle,候擊球區,
21333695,on-duty referees,執法裁判員,
21333696,on-sight,現場完攀,
21333697,one day mp competition,一日賽(現代五項),
21333698,one day MP comptition,一日賽(MP),
21333699,one game apiece,雙方各勝一局,
21333700,one game each,雙方各勝一局,
21333701,one pass away,二線防守,
21333702,One-Day Race,一日賽（自由車）,
21333703,one-day races,單日賽,
21333704,one-handed backhand,單手反拍,
21333705,one-minute sit up test,一分鐘屈膝仰臥起坐測驗,
21333706,Open,公開賽,
21333707,open stance,開放式站姿（網球）,
21333708,open water swimming,公開水域游泳,
21333709,open world champioshjps,世界擊劍錦標賽,
